lemma_display,pos_dict,freq,ipm,doc_hits,doc_percent,R,D,rank
и,SERVICE,1189521,35357.00222143276,11190,99.62606837606837,93,96.754963,1
в,SERVICE,1146981,34092.554704743474,11205,99.75961538461539,93,96.743771,2
не,SERVICE,559043,16616.843748766463,10546,93.89245014245014,93,95.256635,3
на,SERVICE,524830,15599.905740104256,11055,98.4241452991453,93,96.631342,4
с,SERVICE,410058,12188.453685909097,10896,97.00854700854701,93,96.676228,5
он,PRON,337028,10017.72961106617,9322,82.99501424501425,93,93.768787,6
я,PRON,319837,9506.748951465666,5615,49.99109686609687,93,91.721382,7
быть,SERVICE,266070,7908.59310685277,10289,91.60434472934473,93,96.284503,8
а,SERVICE,254811,7573.933619537194,10171,90.55377492877493,93,95.685881,9
что,SERVICE,241240,7170.552866152375,10034,89.33404558404558,93,95.818518,10
это,PRON,198803,5909.166893755972,9840,87.6068376068376,93,95.732172,11
по,SERVICE,188112,5591.390485647718,10479,93.29594017094017,93,96.488653,12
к,SERVICE,183355,5449.99469728639,9910,88.23005698005699,93,96.756641,13
но,SERVICE,176529,5247.100509488528,9426,83.92094017094017,93,95.847045,14
она,PRON,176457,5244.960400856614,8079,71.92841880341881,93,93.203347,15
этот,PRON,172047,5113.878747151872,10039,89.37856125356126,93,96.44957,16
как,SERVICE,170079,5055.382444546218,9743,86.74323361823362,93,96.239203,17
они,PRON,167506,4978.9032846862865,9327,83.03952991452991,93,95.270716,18
из,SERVICE,159011,4726.400189851414,10021,89.21830484330485,93,96.60266,19
который,PRON,158631,4715.105172071868,10059,89.55662393162393,93,96.054577,20
год,NOUN,155090,4609.853440605089,9654,85.9508547008547,93,93.801424,21
что,PRON,145424,4322.543856770614,8703,77.48397435897436,93,94.746485,22
у,SERVICE,135048,4014.130423926985,8309,73.97613960113961,93,95.017318,23
мы,PRON,130672,3884.059377076203,7558,67.28988603988604,93,94.613588,24
то,PRON,129023,3835.044944659169,9343,83.18198005698005,93,96.052416,25
о,SERVICE,128444,3817.834904410859,9365,83.377849002849,93,96.367901,26
от,SERVICE,125592,3733.0628236022594,9402,83.70726495726495,93,96.632569,27
свой,PRON,125526,3731.101057356338,9029,80.38639601139602,93,96.266112,28
за,SERVICE,122073,3628.465014217455,9245,82.30947293447294,93,96.026977,29
быть,VERB,120884,3593.1234980598724,8473,75.43625356125357,93,95.528991,30
весь,PRON,115931,3445.901858422778,9148,81.44586894586895,93,96.326374,31
для,SERVICE,113585,3376.1699854995754,9572,85.22079772079772,93,95.311858,32
так,ADV,111664,3319.0706982508655,8709,77.53739316239316,93,95.708556,33
же,SERVICE,105431,3133.802682935297,8294,73.8425925925926,93,95.799658,34
мочь,VERB,103549,3077.862621195541,8812,78.45441595441595,93,95.942915,35
все,PRON,100149,2976.8019357995945,7640,68.01994301994301,93,94.591866,36
тот,PRON,100113,2975.7318814836376,8733,77.75106837606837,93,96.18191,37
ты,PRON,92252,2742.07363210201,3096,27.564102564102566,93,89.899386,38
человек,NOUN,91256,2712.468796027197,7489,66.6755698005698,93,95.52198,39
такой,PRON,88969,2644.4906232329245,8617,76.71830484330485,93,96.146389,40
один,NUM,87350,2596.3679027458547,8847,78.76602564102564,93,96.667189,41
его,PRON,86055,2557.8756711023984,8046,71.63461538461539,93,95.779255,42
или,SERVICE,80924,2405.363207347516,7919,70.50391737891738,93,94.881899,43
только,SERVICE,79797,2371.8645625118597,8278,73.70014245014245,93,96.117389,44
еще,ADV,76571,2275.975806309706,7880,70.15669515669515,93,95.308544,45
себя,PRON,73326,2179.522299218575,7231,64.37856125356126,93,95.254313,46
до,SERVICE,70917,2107.9178312424474,8376,74.57264957264957,93,96.348616,47
время,NOUN,70394,2092.3723199300707,8267,73.60220797720798,93,96.548736,48
бы,SERVICE,70046,2082.0284615424857,6566,58.45797720797721,93,94.418298,49
уже,ADV,69339,2061.0137837263287,7836,69.76495726495726,93,95.586223,50
вы,PRON,66220,1968.3054667410474,4173,37.15277777777778,93,92.80071,51
если,SERVICE,64065,1904.2508264386167,7264,64.67236467236468,93,94.868158,52
другой,ADJ,63506,1887.6352608102832,8078,71.91951566951568,93,96.148856,53
когда,SERVICE,63154,1877.1725074987028,6857,61.048789173789174,93,95.231502,54
говорить,VERB,61536,1829.079510742632,6478,57.67450142450142,93,92.977301,55
сказать,VERB,58557,1740.5325160971838,5084,45.263532763532766,93,91.726324,56
стать,VERB,57525,1709.8576257064142,7668,68.26923076923077,93,96.352622,57
чтобы,SERVICE,53894,1601.9307584497435,6814,60.66595441595442,93,95.388018,58
как,ADV,53327,1585.0774029734193,6123,54.513888888888886,93,94.361922,59
самый,ADJ,53158,1580.054092434621,7429,66.14138176638177,93,95.824514,60
сам,ADJ,52248,1553.0054972257058,6690,59.56196581196581,93,95.325535,61
даже,SERVICE,51946,1544.0289304640658,6761,60.194088319088316,93,95.288319,62
вот,SERVICE,50268,1494.1525098480668,5183,46.14494301994302,93,93.359902,63
жизнь,NOUN,49775,1479.4987104656543,6103,54.33582621082621,93,95.816859,64
то,SERVICE,49229,1463.2695533403053,6260,55.73361823361823,93,95.208979,65
первый,ADJ,47849,1422.2508045619506,7594,67.61039886039886,93,96.31375,66
новый,ADJ,47634,1415.8602023972069,7447,66.30163817663818,93,94.833673,67
наш,PRON,47623,1415.5332413562203,6491,57.79024216524216,93,95.272751,68
при,SERVICE,46971,1396.1533687449974,7547,67.19195156695157,93,94.098193,69
мой,PRON,46959,1395.7966839730118,3721,33.12856125356125,93,91.104842,70
знать,VERB,45739,1359.5337321544664,4701,41.85363247863248,93,92.955106,71
ни,SERVICE,43732,1299.8782040398592,5044,44.907407407407405,93,94.503444,72
два,NUM,43457,1291.7041780151872,7034,62.62464387464387,93,96.423338,73
да,SERVICE,42909,1275.4155734278406,4311,38.381410256410255,93,92.31115,74
кто,PRON,42840,1273.3646359889228,5428,48.326210826210826,93,93.419325,75
ее,PRON,42405,1260.4348130044416,6189,55.10149572649573,93,95.848993,76
делать,VERB,41586,1236.091077316418,6360,56.623931623931625,93,95.560658,77
можно,ADV,41418,1231.0974905086184,7016,62.464387464387464,93,95.528175,78
их,PRON,39983,1188.443936525329,6848,60.96866096866097,93,95.070064,79
очень,ADV,39393,1170.9069352360325,5856,52.136752136752136,93,95.04134,80
где,ADV,39371,1170.2530131540589,6066,54.006410256410255,93,95.577673,81
под,SERVICE,38922,1156.9070579355941,6254,55.68019943019943,93,95.792205,82
день,NOUN,38629,1148.1980047529435,5509,49.04736467236467,93,94.912987,83
там,ADV,38003,1129.5909491476898,4660,41.48860398860399,93,94.369087,84
дело,NOUN,37725,1121.3277519300213,5921,52.71545584045584,93,95.600059,85
видеть,VERB,37383,1111.162235928429,4970,44.2485754985755,93,93.829308,86
рука,NOUN,36002,1070.1137634190754,3795,33.787393162393165,93,92.731617,87
раз,NOUN,35562,1057.0353217796,5851,52.09223646723647,93,95.1351,88
после,SERVICE,35105,1043.451576713145,6188,55.092592592592595,93,96.148086,89
ли,SERVICE,34719,1031.9782165476054,5258,46.81267806267806,93,94.619244,90
работа,NOUN,34287,1019.1375647561204,6109,54.38924501424501,93,93.621139,91
нет,VERB,33452,994.3182493721159,5291,47.10648148148148,93,94.840498,92
слово,NOUN,33113,984.24190456352,5629,50.11574074074074,93,95.350373,93
место,NOUN,33027,981.6856636976227,5972,53.16951566951567,93,95.799728,94
более,ADV,32908,978.1485397087645,7065,62.90064102564103,93,93.801368,95
потом,ADV,32392,962.8110945133797,3699,32.93269230769231,93,92.659764,96
без,SERVICE,31607,939.4779656793157,5745,51.14850427350427,93,95.691029,97
какой,PRON,30854,917.0959962372134,4987,44.399928774928775,93,94.952683,98
Россия,PROPN_ABBREV,30174,896.8838591580242,5395,48.032407407407405,92,91.150198,99
мир,NOUN,30038,892.8414317421864,5576,49.643874643874646,93,94.878726,100
большой,ADJ,30002,891.7713774262293,6218,55.35968660968661,93,95.942373,101
должен,ADJ,29437,874.9774694119029,5676,50.534188034188034,93,93.811428,102
здесь,ADV,29242,869.1813418671354,4672,41.59544159544159,93,94.360426,103
дом,NOUN,29087,864.5741635623201,3648,32.47863247863248,93,93.73084,104
каждый,PRON,28679,852.4468813148067,5727,50.988247863247864,93,96.210624,105
тут,ADV,28045,833.6020358615625,3526,31.39245014245014,93,92.293833,106
друг,NOUN,27997,832.1752967736198,3781,33.662749287749286,93,95.035774,107
идти,VERB,27780,825.7252471468785,5039,44.86289173789174,93,95.371098,108
хотеть,VERB,27597,820.2858043740966,3909,34.802350427350426,93,92.895039,109
смотреть,VERB,27434,815.4408362212911,3909,34.802350427350426,93,93.692321,110
через,SERVICE,27321,812.0820546184258,5268,46.901709401709404,93,96.258052,111
ничто,PRON,27229,809.3474713665354,3899,34.71331908831909,93,93.075111,112
страна,NOUN,26908,799.8061537159182,5182,46.13603988603989,93,91.713165,113
надо,ADV,26662,792.4941158902116,3944,35.11396011396011,93,93.810268,114
сейчас,ADV,26126,776.5621960748506,4845,43.13568376068376,93,94.593634,115
теперь,ADV,26066,774.778772214922,4505,40.10861823361823,93,94.100323,116
город,NOUN,26037,773.9167840159566,4067,36.20904558404558,93,93.919116,117
ну,SERVICE,26005,772.9656246239948,2592,23.076923076923077,93,90.908241,118
тоже,SERVICE,25678,763.2459645873846,4150,36.9480056980057,93,93.686576,119
хороший,ADJ,25596,760.8086186454825,4288,38.17663817663818,93,94.217375,120
глаз,NOUN,25266,750.9997874158759,3154,28.08048433048433,93,91.891474,121
тогда,ADV,25251,750.5539314508937,4635,41.26602564102564,93,95.077232,122
ребенок,NOUN,25203,749.1271923629511,3438,30.608974358974358,93,92.109206,123
потому,ADV,24903,740.2100730633088,4189,37.29522792022792,93,93.797238,124
какой-то,PRON,24875,739.3778085953421,3838,34.17022792022792,93,93.41995,125
просто,SERVICE,24676,733.4627861265793,4509,40.14423076923077,93,94.010963,126
больше,ADV,24537,729.3311875177451,5225,46.518874643874646,93,95.526371,127
сторона,NOUN,24458,726.9830127688392,5055,45.00534188034188,93,96.14027,128
иметь,VERB,24209,719.5818037501361,5520,49.14529914529915,93,95.088034,129
нужный,ADJ,24143,717.6200375042148,4741,42.20975783475784,93,94.995916,130
жить,VERB,24065,715.3015864863079,3912,34.82905982905983,93,94.445929,131
русский,ADJ,24059,715.123244100315,3632,32.33618233618234,93,91.944264,132
последний,ADJ,23102,686.677633534456,5691,50.667735042735046,93,96.314187,133
вид,NOUN,22856,679.3655957087493,4837,43.06445868945869,93,94.64363,134
лицо,NOUN,22845,679.0386346677624,3526,31.39245014245014,93,93.163086,135
казаться,VERB,22814,678.1171990067993,4032,35.8974358974359,93,93.606598,136
что-то,PRON,22705,674.8773123279293,3291,29.300213675213676,93,92.235325,137
несколько,NUM,22694,674.5503512869425,5513,49.08297720797721,93,95.942468,138
именно,SERVICE,22690,674.4314563629472,5168,46.01139601139601,93,94.756293,139
голова,NOUN,22593,671.5482544560629,2865,25.507478632478634,93,92.048501,140
вопрос,NOUN,22485,668.3380915081916,5125,45.62856125356125,93,94.751957,141
конец,NOUN,22224,660.5801977175028,4859,43.260327635327634,93,96.107618,142
история,NOUN,22201,659.8965519045302,4495,40.019586894586894,92,93.680565,143
век,NOUN,22059,655.6757821026995,4049,36.048789173789174,93,90.345461,144
брать,VERB,21599,642.0028658432481,3736,33.26210826210826,93,94.124677,145
между,SERVICE,21467,638.0793333514054,5142,45.77991452991453,93,95.143953,146
чем,SERVICE,21328,633.9477347425711,5384,47.934472934472936,93,94.864482,147
хотя,SERVICE,21301,633.1451940056032,4733,42.138532763532766,93,95.671257,148
книга,NOUN,20931,622.1474135360445,3166,28.187321937321936,93,93.820293,149
случай,NOUN,20923,621.9096236880539,5023,44.72044159544159,93,94.568515,150
три,NUM,20749,616.7376944942614,5046,44.925213675213676,93,96.406206,151
ведь,SERVICE,20704,615.4001265993152,4002,35.63034188034188,93,94.130454,152
однако,ADV,20468,608.3853260835965,5123,45.61075498575499,93,93.534734,153
думать,VERB,20456,608.0286413116107,3173,28.249643874643876,93,92.677917,154
часть,NOUN,20318,603.9267664337752,5209,46.3764245014245,93,94.526993,155
система,NOUN,20298,603.3322918137992,3999,35.60363247863248,92,87.280068,156
много,NUM,20232,601.3705255678777,5379,47.88995726495727,93,95.124938,157
конечно,ADV,19971,593.612631777189,4018,35.772792022792025,93,94.361682,158
всегда,ADV,19957,593.1964995432056,4196,37.357549857549856,93,95.122602,159
писать,VERB,19769,587.6084381154299,3572,31.801994301994302,93,93.056864,160
оказаться,VERB,19574,581.8123105706624,4644,41.34615384615385,93,95.299222,161
лишь,SERVICE,19474,578.8399374707816,4804,42.77065527065527,93,94.929177,162
перед,SERVICE,19172,569.8633707091417,4099,36.49394586894587,93,94.448123,163
второй,ADJ,19137,568.8230401241834,4896,43.58974358974359,93,96.41257,164
вода,NOUN,18805,558.9547614325792,2791,24.848646723646723,93,93.539863,165
считать,VERB,18698,555.7743222157068,5119,45.57514245014245,93,95.216407,166
женщина,NOUN,18657,554.5556492447557,2425,21.590099715099715,93,92.30714,167
почти,ADV,18568,551.9102371858618,4461,39.71688034188034,93,95.477287,168
образ,NOUN,18545,551.2265913728892,4674,41.613247863247864,93,91.799907,169
российский,ADJ,18408,547.1544402260525,4195,37.34864672364672,92,87.593637,170
сила,NOUN,18048,536.4538970664818,4261,37.93625356125356,93,95.802295,171
отец,NOUN,18019,535.5919088675164,2172,19.337606837606838,93,89.380953,172
никто,PRON,17953,533.6301426215949,3369,29.99465811965812,93,93.291752,173
работать,VERB,17715,526.5558946438788,4230,37.66025641025641,93,94.965431,174
например,ADV,17559,521.9189926080647,4763,42.40562678062678,93,92.118271,175
пойти,VERB,17420,517.7873939992305,2900,25.81908831908832,93,92.685186,176
над,SERVICE,17308,514.4583361273641,3865,34.410612535612536,93,94.814133,177
Москва,PROPN_ABBREV,17073,507.4732593426442,3382,30.11039886039886,92,93.548152,178
развитие,NOUN,17014,505.71955921371455,3732,33.22649572649573,92,86.187404,179
понимать,VERB,16812,499.7153655519554,3300,29.38034188034188,93,93.78843,180
А.,PROPN_ABBREV,16726,497.15912468605796,2396,21.33190883190883,92,86.360236,181
понять,VERB,16583,492.90863115322844,3029,26.96759259259259,93,92.78084,182
главный,ADJ,16581,492.8491836912308,4787,42.61930199430199,93,95.01319,183
давать,VERB,16458,489.19316477837754,4051,36.06659544159544,93,95.707622,184
отношение,NOUN,16379,486.84499002947166,4066,36.20014245014245,93,92.937606,185
вообще,ADV,16372,486.63692391248003,3570,31.784188034188034,92,94.403382,186
про,SERVICE,16349,485.9532780995075,2415,21.501068376068375,93,91.4617,187
важный,ADJ,16308,484.7346051285563,4683,41.69337606837607,93,93.861579,188
общий,ADJ,16235,482.56477276564334,4633,41.24821937321937,93,95.307134,189
известный,ADJ,16197,481.4352709876887,4744,42.236467236467234,93,94.471213,190
совсем,ADV,16150,480.03825563074474,3326,29.61182336182336,93,92.947025,191
все,SERVICE,15932,473.55848227300464,4060,36.14672364672364,93,95.498714,192
являться,VERB,15918,473.1423500390213,4145,36.903490028490026,93,89.253286,193
некоторый,PRON,15900,472.60732288104276,4594,40.90099715099715,93,94.200897,194
разный,ADJ,15837,470.73472782811785,4484,39.921652421652425,93,94.177941,195
прийти,VERB,15700,466.6625766812812,3371,30.012464387464387,93,93.318474,196
имя,NOUN,15657,465.3844562483325,3694,32.88817663817664,93,94.36189,197
язык,NOUN,15461,459.5586049725662,3046,27.11894586894587,93,90.251977,198
проблема,NOUN,15435,458.7857879665972,4231,37.66915954415954,92,91.64156,199
начало,NOUN,15422,458.39937946361266,4557,40.5715811965812,93,94.354448,200
много,ADV,15378,457.0915352996651,3896,34.686609686609685,93,95.351877,201
власть,NOUN,15343,456.0512047147069,2996,26.673789173789174,93,90.179351,202
советский,ADJ,15231,452.7221468428404,2521,22.44480056980057,92,90.44714,203
дать,VERB,15178,451.14678909990363,3651,32.50534188034188,93,94.29076,204
любой,PRON,15100,448.8283380819966,4155,36.99252136752137,93,94.037818,205
почему,ADV,15092,448.5905482340061,3271,29.122150997150996,93,93.998298,206
тысяча,NOUN,15046,447.223256608061,3885,34.58867521367522,93,91.440007,207
война,NOUN,15014,446.27209721609916,2709,24.118589743589745,93,92.559904,208
высокий,ADJ,15003,445.9451361751123,4454,39.65455840455841,93,94.688557,209
поэтому,ADV,14935,443.92392246719334,4329,38.541666666666664,93,94.789562,210
сразу,ADV,14929,443.74558008120044,3325,29.60292022792023,93,94.067906,211
земля,NOUN,14812,440.26790355433997,2704,24.074074074074073,93,90.321485,212
спросить,VERB,14672,436.1065812145069,1586,14.12037037037037,93,88.88197,213
современный,ADJ,14641,435.18514555354386,4008,35.68376068376068,93,90.094689,214
любить,VERB,14611,434.29343362357963,2485,22.12428774928775,93,92.357509,215
начать,VERB,14607,434.1745386995844,3976,35.3988603988604,93,95.61548,216
сегодня,ADV,14602,434.02592004459035,3890,34.633190883190885,93,94.636953,217
далеко,ADV,14423,428.70537219580376,3549,31.59722222222222,93,94.933727,218
общество,NOUN,14411,428.34868742381803,2744,24.43019943019943,93,85.44708,219
деньги,NOUN,14287,424.6629447799659,2871,25.560897435897434,93,93.546757,220
стоять,VERB,14284,424.57377358696954,2568,22.863247863247864,93,92.755939,221
получить,VERB,14268,424.09819389098857,4574,40.722934472934476,93,94.733859,222
автор,NOUN,14243,423.3551006160184,3319,29.549501424501425,92,93.195373,223
1,NUM,14228,422.90924465103626,3627,32.291666666666664,93,88.459735,224
выйти,VERB,14221,422.70117853404463,3290,29.29131054131054,93,94.489323,225
найти,VERB,14204,422.19587510706486,3695,32.89707977207977,93,95.664011,226
сидеть,VERB,14171,421.21499198410424,2137,19.02599715099715,93,91.460099,227
социальный,ADJ,14171,421.21499198410424,2545,22.658475783475783,92,81.892545,228
число,NOUN,14162,420.94747840511496,4596,40.91880341880342,93,92.448729,229
нога,NOUN,14150,420.59079363312924,2043,18.189102564102566,93,91.793014,230
остаться,VERB,14136,420.174661399146,3537,31.490384615384617,93,94.923944,231
результат,NOUN,13940,414.3488101233797,4369,38.897792022792025,92,90.393303,232
мама,NOUN,13924,413.8732304273987,1208,10.754985754985755,90,81.826778,233
форма,NOUN,13737,408.3148927306217,3289,29.28240740740741,93,88.902158,234
сын,NOUN,13686,406.79898244968246,1828,16.274928774928775,93,83.514161,235
твой,PRON,13486,400.854236249921,1520,13.532763532763532,93,82.975491,236
народ,NOUN,13469,400.3489328229412,2507,22.320156695156694,93,86.033681,237
молодой,ADJ,13336,396.3956766000998,3068,27.314814814814813,93,94.714963,238
возможность,NOUN,13332,396.2767816761045,4256,37.89173789173789,93,91.651385,239
2,NUM,13292,395.08783243615227,3400,30.270655270655272,93,88.349538,240
путь,NOUN,13276,394.6122527401713,3673,32.701210826210826,93,95.38326,241
старый,ADJ,13259,394.10694931319154,3029,26.96759259259259,93,94.169306,242
наука,NOUN,13249,393.8097120032035,2900,25.81908831908832,93,87.809994,243
вдруг,ADV,13225,393.0963424592321,2053,18.278133903133902,93,90.902215,244
культура,NOUN,13202,392.4126966462595,2553,22.729700854700855,92,84.126461,245
часто,ADV,13118,389.9159032423597,3877,34.517450142450144,93,95.250139,246
мало,ADV,13099,389.35115235338236,3802,33.8497150997151,93,95.467462,247
вместе,ADV,13097,389.2917048913847,3687,32.8258547008547,93,95.609385,248
хорошо,ADV,13080,388.78640146440495,3599,32.04237891737892,93,95.510452,249
В.,PROPN_ABBREV,13039,387.5677284934539,2262,20.13888888888889,92,86.499727,250
белый,ADJ,13034,387.41910983845986,2382,21.207264957264957,93,93.775793,251
уж,SERVICE,13032,387.3596623764622,2483,22.10648148148148,93,90.96911,252
процесс,NOUN,13009,386.67601656348967,3471,30.90277777777778,92,88.687315,253
свет,NOUN,12926,384.2089468905886,2887,25.70334757834758,93,94.566741,254
будто,SERVICE,12923,384.1197756975922,1982,17.646011396011396,93,89.58353,255
компания,NOUN,12914,383.85226211860294,2889,25.721153846153847,92,79.273188,256
час,NOUN,12813,380.85016528772337,2728,24.28774928774929,93,92.63354,257
жена,NOUN,12714,377.90751591884134,1793,15.96331908831909,93,91.613375,258
основной,ADJ,12684,377.0158039888771,4282,38.12321937321937,92,91.349848,259
никогда,ADV,12626,375.2918275909463,2801,24.937678062678064,93,93.371635,260
научный,ADJ,12580,373.92453596500116,2810,25.017806267806268,92,86.765827,261
черный,ADJ,12557,373.24089015202856,2300,20.47720797720798,93,92.321958,262
школа,NOUN,12546,372.9139291110417,2534,22.56054131054131,93,87.642692,263
дверь,NOUN,12447,369.9712797421597,1605,14.289529914529915,93,90.505369,264
ваш,PRON,12349,367.0583541042766,2171,19.328703703703702,93,92.30231,265
никакой,PRON,12228,363.46178265342087,3080,27.42165242165242,93,94.448353,266
группа,NOUN,12227,363.432058922422,3329,29.638532763532762,93,90.981233,267
среди,SERVICE,12154,361.26222655950903,3836,34.15242165242165,93,95.34903,268
уровень,NOUN,12150,361.14333163551385,3675,32.7190170940171,92,88.837433,269
пора,NOUN,12129,360.51913328453884,3591,31.971153846153847,93,95.779899,270
пытаться,VERB,12061,358.49791957661995,3348,29.807692307692307,93,94.735116,271
стоить,VERB,12034,357.69537883965216,3588,31.944444444444443,93,94.729582,272
улица,NOUN,11949,355.16886170475345,2282,20.316951566951566,93,91.612341,273
собственный,ADJ,11928,354.5446633537785,3623,32.25605413105413,93,95.288121,274
С.,PROPN_ABBREV,11921,354.3365972367869,1648,14.672364672364672,91,80.699494,275
пока,SERVICE,11893,353.50433276882023,3011,26.807336182336183,93,93.904939,276
проект,NOUN,11893,353.50433276882023,2967,26.41559829059829,92,87.965068,277
полный,ADJ,11872,352.8801344178453,3693,32.879273504273506,93,96.303926,278
ночь,NOUN,11778,350.08610370395735,2101,18.70548433048433,93,92.920376,279
М.,PROPN_ABBREV,11776,350.0266562419597,1929,17.174145299145298,90,83.623429,280
настоящий,ADJ,11729,348.62964088501576,3705,32.986111111111114,93,95.596851,281
смысл,NOUN,11632,345.74643897813144,3027,26.949786324786324,93,93.476673,282
область,NOUN,11622,345.44920166814336,3666,32.638888888888886,93,88.721389,283
машина,NOUN,11532,342.77406587825067,2099,18.687678062678064,93,93.07146,284
решение,NOUN,11504,341.94180141028403,3584,31.90883190883191,93,89.490177,285
куда,ADV,11501,341.8526302172876,2749,24.474715099715098,93,93.709478,286
взгляд,NOUN,11470,340.93119455632456,2976,26.495726495726494,93,94.353008,287
дорога,NOUN,11454,340.45561486034364,2381,21.19836182336182,93,93.650719,288
оставаться,VERB,11447,340.24754874335196,3824,34.04558404558404,93,95.99269,289
кроме,SERVICE,11446,340.21782501235316,4023,35.81730769230769,93,95.595131,290
помощь,NOUN,11351,337.39407056746643,3784,33.68945868945869,93,92.979262,291
условие,NOUN,11339,337.03738579548076,3514,31.285612535612536,93,89.813488,292
голос,NOUN,11311,336.2051213275141,1979,17.619301994301996,93,91.99995,293
государственный,ADJ,11294,335.6998179005344,2923,26.0238603988604,93,87.359634,294
связь,NOUN,11274,335.10534328055826,3450,30.715811965811966,92,90.969686,295
стол,NOUN,11273,335.07561954955946,1830,16.292735042735043,93,92.173594,296
решить,VERB,11261,334.7189347775738,3138,27.938034188034187,93,94.295769,297
маленький,ADJ,11221,333.5299855376214,2649,23.58440170940171,93,93.297432,298
назад,ADV,11208,333.14357703463696,3397,30.24394586894587,93,92.194392,299
оно,PRON,11206,333.0841295726393,3300,29.38034188034188,93,95.513101,300
находиться,VERB,11170,332.01407525668225,3588,31.944444444444443,93,92.414552,301
кто-то,PRON,11135,330.973744671724,2289,20.379273504273506,93,92.509895,302
семья,NOUN,11095,329.78479543177167,2537,22.58725071225071,93,94.032859,303
центр,NOUN,11094,329.7550717007729,3409,30.350783475783476,92,92.502837,304
становиться,VERB,11020,327.5555156068611,3607,32.11360398860399,93,94.982936,305
иной,ADJ,10981,326.3962900979076,3341,29.74537037037037,93,93.276772,306
3,NUM,10976,326.2476714429136,3033,27.003205128205128,93,87.817684,307
быстро,ADV,10946,325.3559595129493,3022,26.905270655270655,93,94.392623,308
использовать,VERB,10903,324.0778390800006,3586,31.92663817663818,93,89.743289,309
великий,ADJ,10891,323.7211543080149,2784,24.786324786324787,93,93.062872,310
всякий,PRON,10882,323.4536407290256,2697,24.011752136752136,93,94.116968,311
момент,NOUN,10879,323.3644695360292,3526,31.39245014245014,93,94.609163,312
помнить,VERB,10809,321.2838083661127,2126,18.928062678062677,93,92.207289,313
исследование,NOUN,10802,321.075742249121,2847,25.34722222222222,91,86.635631,314
мать,NOUN,10801,321.0460185181222,1677,14.930555555555555,93,90.607698,315
идея,NOUN,10782,320.4812676291449,2942,26.193019943019944,92,91.887717,316
право,NOUN,10757,319.73817435417465,2803,24.95548433048433,93,88.048096,317
снова,ADV,10672,317.211657219276,2090,18.60754985754986,93,92.430058,318
тело,NOUN,10671,317.1819334882772,2199,19.57799145299145,93,92.181746,319
вернуться,VERB,10667,317.06303856428195,2408,21.43874643874644,93,93.659352,320
качество,NOUN,10614,315.4876808213451,3661,32.59437321937322,93,91.438437,321
огромный,ADJ,10596,314.9526536633666,3089,27.501780626780626,93,94.914023,322
душа,NOUN,10593,314.86348247037023,2249,20.02314814814815,93,93.409742,323
живой,ADJ,10593,314.86348247037023,2661,23.691239316239315,93,93.971322,324
ученый,NOUN,10537,313.19895353443695,2591,23.068019943019944,93,85.800554,325
точно,ADV,10515,312.5450314524632,2832,25.213675213675213,93,93.480366,326
читать,VERB,10511,312.42613652846796,2359,21.002492877492877,93,92.575854,327
мысль,NOUN,10486,311.6830432534978,2382,21.207264957264957,93,93.735313,328
также,ADV,10463,310.99939744052523,4027,35.85292022792023,93,91.711625,329
особенно,ADV,10395,308.9781837326063,3379,30.08368945868946,93,95.266665,330
искусство,NOUN,10394,308.9484600016075,1795,15.981125356125355,93,84.399108,331
смерть,NOUN,10381,308.56205149862296,2255,20.076566951566953,93,93.799769,332
следующий,ADJ,10370,308.2350904576361,3539,31.508190883190885,93,95.161529,333
связать*,PARTICIPLE,10319,306.71918017669685,3587,31.93554131054131,93,91.358934,334
пройти,VERB,10315,306.60028525270167,3276,29.166666666666668,93,95.282749,335
подобный,ADJ,10305,306.30304794271353,3562,31.712962962962962,93,93.905117,336
из-за,SERVICE,10301,306.18415301871835,3143,27.98254985754986,93,95.143661,337
государство,NOUN,10244,304.48990035178633,2555,22.747507122507123,93,89.236004,338
крупный,ADJ,10240,304.3710054277911,3469,30.88497150997151,93,91.958575,339
интересный,ADJ,10230,304.073768117803,3215,28.623575498575498,92,94.980261,340
ждать,VERB,10221,303.80625453881373,2463,21.928418803418804,93,93.413206,341
следовать,VERB,10219,303.7468070768161,3305,29.42485754985755,93,94.059556,342
простой,ADJ,10162,302.05255440988407,3322,29.576210826210826,93,95.361384,343
начинать,VERB,10161,302.02283067888527,3363,29.941239316239315,93,95.17889,344
появиться,VERB,10120,300.80415770793417,3471,30.90277777777778,93,95.562296,345
слышать,VERB,10109,300.4771966669473,2115,18.830128205128204,93,92.071858,346
рынок,NOUN,10085,299.7638271229759,2337,20.806623931623932,93,80.362338,347
рано,ADV,10056,298.90183892401046,2926,26.0505698005698,93,94.802305,348
вечер,NOUN,10003,297.32648118107363,1824,16.23931623931624,93,91.708295,349
ответить,VERB,9995,297.08869133308315,1924,17.12962962962963,93,90.275301,350
также,SERVICE,9960,296.04836074812494,3798,33.81410256410256,93,90.482329,351
мужчина,NOUN,9912,294.62162166018214,1748,15.562678062678062,93,89.708951,352
деятельность,NOUN,9880,293.67046226822026,2605,23.192663817663817,92,85.995868,353
пять,NUM,9867,293.2840537652358,3062,27.261396011396013,93,95.317875,354
комната,NOUN,9856,292.9570927242489,1427,12.704772079772079,93,91.044226,355
вести,VERB,9845,292.630131683262,3423,30.47542735042735,93,96.202249,356
