path,author,sex,birthday,header,created,sphere,genre_fi,type,topic,chronotop,style,audience_age,audience_level,audience_size,source,publication,publisher,publ_year,medium,subcorpus,tagging,__num__,,year,year_source,is_problem_date,problem_reason
pre1950/xix/moskvitjanin/moskvi4_17,,,,[Разныя извѣстія],1850,публицистика | нехудожественная,,заметка,"искусство и культура|бизнес, коммерция, экономика, финансы",,нейтральный,н-возраст,н-уровень,большая,"«Москвитянинъ», Учено-литературный журналъ на 1850 г. N 12 июнь. Москва въ университетской типографии",«Москвитянинъ»,,###############################################################################################################################################################################################################################################################,журнал,ПК письменных текстов/oldortho,,65802,,,none,True,Failed to extract reliable 4-digit year from created/publ_year
pre1950/xix/moskvitjanin/moskvi4_18,,,,[Внутреннія извѣстія: июнь],1850,публицистика | нехудожественная,,заметка,политика и общественная жизнь,,нейтральный,н-возраст,н-уровень,большая,"«Москвитянинъ», Учено-литературный журналъ на 1850 г. N 12 июнь. Москва въ университетской типографии",«Москвитянинъ»,,###############################################################################################################################################################################################################################################################,журнал,ПК письменных текстов/oldortho,,65803,,,none,True,Failed to extract reliable 4-digit year from created/publ_year
pre1950/xix/moskvitjanin/moskvi5_01,Н. Бергъ,муж,1823,Ледъ идетъ! Рѣка тронулась!,1850,художественная,нежанровая проза,очерк,,Россия: XIX век,нейтральный,н-возраст,н-уровень,большая,"«Москвитянинъ», Учено-литературный журналъ на 1850 г. N 9 май. Москва въ университетской типографии",«Москвитянинъ»,,###############################################################################################################################################################################################################################################################,журнал,ПК письменных текстов/oldortho,,65804,,,none,True,Failed to extract reliable 4-digit year from created/publ_year
pre1950/xix/moskvitjanin/moskvi5_02,,,,Англійскій шерстяной союзъ,1850,публицистика | нехудожественная,,заметка,политика и общественная жизнь,,нейтральный,н-возраст,н-уровень,большая,"«Москвитянинъ», Учено-литературный журналъ на 1850 г. N 9 май. Москва въ университетской типографии",«Москвитянинъ»,,###############################################################################################################################################################################################################################################################,журнал,ПК письменных текстов/oldortho,,65805,,,none,True,Failed to extract reliable 4-digit year from created/publ_year
pre1950/xix/moskvitjanin/moskvi5_03,,,,Неосторожность,1850,публицистика | нехудожественная,,фельетон,частная жизнь,,нейтральный,н-возраст,н-уровень,большая,"«Москвитянинъ», Учено-литературный журналъ на 1850 г. N 9 май. Москва въ университетской типографии",«Москвитянинъ»,,###############################################################################################################################################################################################################################################################,журнал,ПК письменных текстов/oldortho,,65806,,,none,True,Failed to extract reliable 4-digit year from created/publ_year
pre1950/xix/moskvitjanin/moskvi5_04,,,,Низъ и Евріалъ,1850,публицистика | нехудожественная,,заметка,искусство и культура,,нейтральный,н-возраст,н-уровень,большая,"«Москвитянинъ», Учено-литературный журналъ на 1850 г. N 9 май. Москва въ университетской типографии",«Москвитянинъ»,,###############################################################################################################################################################################################################################################################,журнал,ПК письменных текстов/oldortho,,65807,,,none,True,Failed to extract reliable 4-digit year from created/publ_year
pre1950/xix/moskvitjanin/moskvi5_05,,,,[Смѣсь: N 9 май],1850,публицистика | нехудожественная,,заметка,"досуг, зрелища и развлечения|здоровье и медицина|история",,нейтральный,н-возраст,н-уровень,большая,"«Москвитянинъ», Учено-литературный журналъ на 1850 г. N 9 май. Москва въ университетской типографии",«Москвитянинъ»,,###############################################################################################################################################################################################################################################################,журнал,ПК письменных текстов/oldortho,,65808,,,none,True,Failed to extract reliable 4-digit year from created/publ_year
pre1950/xix/moskvitjanin/moskvi5_06,,,,Эстетическое кое что по поводу картинъ и эскизовъ г. Ѳедотова,1850,публицистика | нехудожественная,,статья,искусство и культура,,нейтральный,н-возраст,н-уровень,большая,"«Москвитянинъ», Учено-литературный журналъ на 1850 г. N 10 май. Москва въ университетской типографии",«Москвитянинъ»,,###############################################################################################################################################################################################################################################################,журнал,ПК письменных текстов/oldortho,,65809,,,none,True,Failed to extract reliable 4-digit year from created/publ_year
pre1950/xix/moskvitjanin/moskvi5_07,,,,Мертвая и живая,1850,художественная,нежанровая проза,рассказ,,Европа: XIX век,нейтральный,н-возраст,н-уровень,большая,"«Москвитянинъ», Учено-литературный журналъ на 1850 г. N 10 май. Москва въ университетской типографии",«Москвитянинъ»,,###############################################################################################################################################################################################################################################################,журнал,ПК письменных текстов/oldortho,,65810,,,none,True,Failed to extract reliable 4-digit year from created/publ_year
pre1950/xix/moskvitjanin/moskvi5_08,,,,Нѣсколько словъ о госпожѣ Зонтагъ,1850,публицистика | нехудожественная,,статья,искусство и культура,,нейтральный,н-возраст,н-уровень,большая,"«Москвитянинъ», Учено-литературный журналъ на 1850 г. N 10 май. Москва въ университетской типографии",«Москвитянинъ»,,###############################################################################################################################################################################################################################################################,журнал,ПК письменных текстов/oldortho,,65811,,,none,True,Failed to extract reliable 4-digit year from created/publ_year
pre1950/xix/moskvitjanin/moskvi5_09,,,,"Брачный договоръ, единственный въ своемъ родѣ",1850,публицистика | нехудожественная,,очерк,частная жизнь,,нейтральный,н-возраст,н-уровень,большая,"«Москвитянинъ», Учено-литературный журналъ на 1850 г. N 10 май. Москва въ университетской типографии",«Москвитянинъ»,,###############################################################################################################################################################################################################################################################,журнал,ПК письменных текстов/oldortho,,65812,,,none,True,Failed to extract reliable 4-digit year from created/publ_year
pre1950/xix/moskvitjanin/moskvi5_10,,,,Исполнившееся прѣдсказаніе Наполеона,1850,публицистика | нехудожественная,,заметка,политика и общественная жизнь,,нейтральный,н-возраст,н-уровень,большая,"«Москвитянинъ», Учено-литературный журналъ на 1850 г. N 10 май. Москва въ университетской типографии",«Москвитянинъ»,,###############################################################################################################################################################################################################################################################,журнал,ПК письменных текстов/oldortho,,65813,,,none,True,Failed to extract reliable 4-digit year from created/publ_year
pre1950/xix/moskvitjanin/moskvi5_11,,,,[Смѣсь: N 10 май],1850,публицистика | нехудожественная,,заметка,политика и общественная жизнь|частная жизнь|искусство и культура,,нейтральный,н-возраст,н-уровень,большая,"«Москвитянинъ», Учено-литературный журналъ на 1850 г. N 10 май. Москва въ университетской типографии",«Москвитянинъ»,,###############################################################################################################################################################################################################################################################,журнал,ПК письменных текстов/oldortho,,65814,,,none,True,Failed to extract reliable 4-digit year from created/publ_year
pre1950/xix/moskvitjanin/moskvi5_12,М. П.[М. П. Погодин],муж,,Русскій языкъ для славянъ,1850,публицистика | нехудожественная,,комментарий,политика и общественная жизнь,,нейтральный,н-возраст,н-уровень,большая,"«Москвитянинъ», Учено-литературный журналъ на 1850 г. N 10 май. Москва въ университетской типографии",«Москвитянинъ»,,###############################################################################################################################################################################################################################################################,журнал,ПК письменных текстов/oldortho,,65815,,,none,True,Failed to extract reliable 4-digit year from created/publ_year
pre1950/xix/moskvitjanin/moskvi5_13,Ѵссопъ Ѳитоятевъ,муж,,"Русское правописаніе, приведенное къ одному правилу",1850,публицистика | нехудожественная,,фельетон,образование,,нейтральный,н-возраст,н-уровень,большая,"«Москвитянинъ», Учено-литературный журналъ на 1850 г. N 10 май. Москва въ университетской типографии",«Москвитянинъ»,,###############################################################################################################################################################################################################################################################,журнал,ПК письменных текстов/oldortho,,65816,,,none,True,Failed to extract reliable 4-digit year from created/publ_year
pre1950/xix/moskvitjanin/moskvi5_14,С. К-нъ,муж,,Задача филологамъ,1850,публицистика | нехудожественная,,комментарий,наука и технологии|филология,,нейтральный,н-возраст,н-уровень,большая,"«Москвитянинъ», Учено-литературный журналъ на 1850 г. N 10 май. Москва въ университетской типографии",«Москвитянинъ»,,###############################################################################################################################################################################################################################################################,журнал,ПК письменных текстов/oldortho,,65817,,,none,True,Failed to extract reliable 4-digit year from created/publ_year
pre1950/xix/moskvitjanin/moskvi5_15,,,,Письмо г. Хотинскаго къ редактору «Москвитянина»,1850,публицистика | нехудожественная,,письмо,наука и технологии,,нейтральный,н-возраст,н-уровень,большая,"«Москвитянинъ», Учено-литературный журналъ на 1850 г. N 10 май. Москва въ университетской типографии",«Москвитянинъ»,,###############################################################################################################################################################################################################################################################,журнал,ПК письменных текстов/oldortho,,65818,,,none,True,Failed to extract reliable 4-digit year from created/publ_year
pre1950/xix/moskvitjanin/moskvi5_16,Альфонсъ Карръ,муж,1808,На берегу моря,1850,художественная,нежанровая проза,рассказ,,Европа: XIX век,нейтральный,н-возраст,н-уровень,большая,"«Москвитянинъ», Учено-литературный журналъ на 1850 г. N 11 июнь. Москва въ университетской типографии",«Москвитянинъ»,,###############################################################################################################################################################################################################################################################,журнал,ПК письменных текстов/oldortho,,65819,,,none,True,Failed to extract reliable 4-digit year from created/publ_year
pre1950/xix/moskvitjanin/moskvi5_17,,,,Любителямъ французскихъ романовъ,1850,публицистика | нехудожественная,,заметка,искусство и культура,,нейтральный,н-возраст,н-уровень,большая,"«Москвитянинъ», Учено-литературный журналъ на 1850 г. 11 июнь. Москва въ университетской типографии",«Москвитянин»,,###############################################################################################################################################################################################################################################################,журнал,ПК письменных текстов/oldortho,,65820,,,none,True,Failed to extract reliable 4-digit year from created/publ_year
pre1950/xix/moskvitjanin/moskvi5_18,,,,[Смѣсь: N 11 июнь],1850,публицистика | нехудожественная,,заметка,политика и общественная жизнь|частная жизнь|искусство и культура,,нейтральный,н-возраст,н-уровень,большая,"«Москвитянинъ», Учено-литературный журналъ на 1850 г. N 11 июнь. Москва въ университетской типографии",«Москвитянинъ»,,###############################################################################################################################################################################################################################################################,журнал,ПК письменных текстов/oldortho,,65821,,,none,True,Failed to extract reliable 4-digit year from created/publ_year
pre1950/xix/moskvitjanin/moskvi5_19,,,,Отзывъ ген. Непира о 9-мъ томѣ «Исторіи консульства и Имперіи» Тьера,1850,публицистика | нехудожественная,,заметка,армия и вооруженные конфликты,,нейтральный,н-возраст,н-уровень,большая,"«Москвитянинъ», Учено-литературный журналъ на 1850 г. N 11 июнь. Москва въ университетской типографии",«Москвитянинъ»,,###############################################################################################################################################################################################################################################################,журнал,ПК письменных текстов/oldortho,,65822,,,none,True,Failed to extract reliable 4-digit year from created/publ_year
pre1950/xix/moskvitjanin/moskvi5_20,,,,Еще о Калифорніи,1850,реклама | нехудожественная,,объявление,"бизнес, коммерция, экономика, финансы",,нейтральный,н-возраст,н-уровень,большая,"«Москвитянинъ», Учено-литературный журналъ на 1850 г. N11 июнь. Москва въ университетской типографии",«Москвитянинъ»,,###############################################################################################################################################################################################################################################################,журнал,ПК письменных текстов/oldortho,,65823,,,none,True,Failed to extract reliable 4-digit year from created/publ_year
pre1950/xix/moskvitjanin/moskvi5_21,,,,Странное убійство,1850,публицистика | нехудожественная,,заметка,криминал,,нейтральный,н-возраст,н-уровень,большая,"«Москвитянинъ», Учено-литературный журналъ на 1850 г. N 11 июнь. Москва въ университетской типографии",«Москвитянинъ»,,###############################################################################################################################################################################################################################################################,журнал,ПК письменных текстов/oldortho,,65824,,,none,True,Failed to extract reliable 4-digit year from created/publ_year
pre1950/xix/moskvitjanin/moskvi5_22,,,,"Турецкія правила для того, кто желаетъ, быть поэтомъ",1850,публицистика | нехудожественная,,заметка,искусство и культура,,нейтральный,н-возраст,н-уровень,большая,"«Москвитянинъ», Учено-литературный журналъ на 1850 г. N 11 июнь. Москва въ университетской типографии",«Москвитянинъ»,,###############################################################################################################################################################################################################################################################,журнал,ПК письменных текстов/oldortho,,65825,,,none,True,Failed to extract reliable 4-digit year from created/publ_year
pre1950/xix/moskvitjanin/moskvi5_23,Д. Перевощиковъ,муж,1788,Новая планета,1850,публицистика | нехудожественная,,заметка,наука и технологии|астрономия,,нейтральный,н-возраст,н-уровень,большая,"«Москвитянинъ», Учено-литературный журналъ на 1850 г. N 11 июнь. Москва въ университетской типографии",«Москвитянинъ»,,###############################################################################################################################################################################################################################################################,журнал,ПК письменных текстов/oldortho,,65826,,,none,True,Failed to extract reliable 4-digit year from created/publ_year
pre1950/xix/moskvitjanin/moskvi5_24,,,,Трое вмѣсто одного,1850,художественная,юмор и сатира,рассказ,,Европа: XIX век,нейтральный,н-возраст,н-уровень,большая,"«Москвитянинъ», Учено-литературный журналъ на 1850 г. N 12 июнь. Москва въ университетской типографии",«Москвитянинъ»,,###############################################################################################################################################################################################################################################################,журнал,ПК письменных текстов/oldortho,,65827,,,none,True,Failed to extract reliable 4-digit year from created/publ_year
pre1950/xix/moskvitjanin/moskvi5_25,,,,Каиръ и его окрестности,1850,публицистика | нехудожественная,,очерк,путешествия,,нейтральный,н-возраст,н-уровень,большая,"«Москвитянинъ», Учено-литературный журналъ на 1850 г. N 12 июнь. Москва въ университетской типографии",«Москвитянинъ»,,###############################################################################################################################################################################################################################################################,журнал,ПК письменных текстов/oldortho,,65828,,,none,True,Failed to extract reliable 4-digit year from created/publ_year
pre1950/xix/moskvitjanin/moskvi5_26,,,,[Смѣсь: N 12 июнь],1850,публицистика | нехудожественная,,заметка,политика и общественная жизнь|частная жизнь,,нейтральный,н-возраст,н-уровень,большая,"«Москвитянинъ», Учено-литературный журналъ на 1850 г. N 12 июнь. Москва въ университетской типографии",«Москвитянинъ»,,###############################################################################################################################################################################################################################################################,журнал,ПК письменных текстов/oldortho,,65829,,,none,True,Failed to extract reliable 4-digit year from created/publ_year
pre1950/xix/moskvitjanin/moskvi5_27,,,,Публика и артисты,1850,публицистика | нехудожественная,юмор и сатира,миниатюра,искусство и культура,,нейтральный,н-возраст,н-уровень,большая,"«Москвитянинъ», Учено-литературный журналъ на 1850 г. N 12 июнь. Москва въ университетской типографии",«Москвитянинъ»,,###############################################################################################################################################################################################################################################################,журнал,ПК письменных текстов/oldortho,,65830,,,none,True,Failed to extract reliable 4-digit year from created/publ_year
pre1950/xix/moskvitjanin/moskvi5_28,,,,Обращикъ фельетона по поводу папиросовъ,1850,публицистика | нехудожественная,,фельетон,частная жизнь,,нейтральный,н-возраст,н-уровень,большая,"«Москвитянинъ», Учено-литературный журналъ на 1850 г. N 12 июнь. Москва въ университетской типографии",«Москвитянинъ»,,###############################################################################################################################################################################################################################################################,журнал,ПК письменных текстов/oldortho,,65831,,,none,True,Failed to extract reliable 4-digit year from created/publ_year
pre1950/xix/moskvitjanin/moskvi5_29,,,,Моды,1850,публицистика | нехудожественная,,обзор,частная жизнь,,нейтральный,н-возраст,н-уровень,большая,"«Москвитянинъ», Учено-литературный журналъ на 1850 г. N 12 июнь. Москва въ университетской типографии",«Москвитянинъ»,,###############################################################################################################################################################################################################################################################,журнал,ПК письменных текстов/oldortho,,65832,,,none,True,Failed to extract reliable 4-digit year from created/publ_year
pre1950/xix/moskvitjanin/moskvit1-1850,С. Колошинъ,муж,1822,Вашъ старый знакомый,1849,художественная,нежанровая проза,повесть,,Россия: XIX век,нейтральный,н-возраст,н-уровень,большая,"«Москвитянинъ», Учено-литературный журналъ на 1850 г. N 9-10 май. Москва въ университетской типографии",«Москвитянинъ»,,###############################################################################################################################################################################################################################################################,журнал,ПК письменных текстов/oldortho,,65833,,,none,True,Failed to extract reliable 4-digit year from created/publ_year
pre1950/xix/muravjevam/graf_n01,Н. Н. Муравьев-Амурский,муж,1809,Записка о предлагаемыхъ военныхъ дѣйствіяхъ противъ Шамиля.,1844,официально-деловая | нехудожественная,,записка служебная,армия и вооруженные конфликты,,официальный,н-возраст,н-уровень,малая |большая,"Графъ Николай Николаевичъ Муравьевъ-Амурскій по его письмамъ, оффиціальнымъ документамъ, разсказамъ современниковъ и печатнымъ источникамъ. (матеріалы для біографіи). М.: Синодальная Типографія, 1891, http://az.lib.ru/b/barsukow_i_p/text_1891_graf_muraviev-amurskiy-oldorfo.shtml","Графъ Николай Николаевичъ Муравьевъ-Амурскій по его письмамъ, оффиціальнымъ документамъ, разсказамъ современниковъ и печатнымъ источникамъ",Синодальная Типографія,###############################################################################################################################################################################################################################################################,книга,ПК письменных текстов/oldortho,,65835,,,none,True,Failed to extract reliable 4-digit year from created/publ_year
pre1950/xix/muravjevam/graf_n02,Н. Н. Муравьев-Амурский,муж,1809,"Опытъ возможности приблизительнаго уравненія состояній и уничтоженія крѣпостного права въ Русскомъ царствъ, безъ потрясеній въ государствѣ.",1846,официально-деловая | нехудожественная,,записка служебная,администрация и управление,,официальный,н-возраст,н-уровень,малая |большая,"Графъ Николай Николаевичъ Муравьевъ-Амурскій по его письмамъ, оффиціальнымъ документамъ, разсказамъ современниковъ и печатнымъ источникамъ. (матеріалы для біографіи). М.: Синодальная Типографія, 1891, http://az.lib.ru/b/barsukow_i_p/text_1891_graf_muraviev-amurskiy-oldorfo.shtml","Графъ Николай Николаевичъ Муравьевъ-Амурскій по его письмамъ, оффиціальнымъ документамъ, разсказамъ современниковъ и печатнымъ источникамъ",Синодальная Типографія,###############################################################################################################################################################################################################################################################,книга,ПК письменных текстов/oldortho,,65836,,,none,True,Failed to extract reliable 4-digit year from created/publ_year
pre1950/xix/muravjevam/graf_n03,Н. Н. Муравьев-Амурский,муж,1809,Къ Ѳедору Павловичу Вронченко.,1848,официально-деловая | нехудожественная,,письмо деловое,"бизнес, коммерция, экономика, финансы|администрация и управление",,официальный,н-возраст,н-уровень,малая |большая,"Графъ Николай Николаевичъ Муравьевъ-Амурскій по его письмамъ, оффиціальнымъ документамъ, разсказамъ современниковъ и печатнымъ источникамъ. (матеріалы для біографіи). М.: Синодальная Типографія, 1891, http://az.lib.ru/b/barsukow_i_p/text_1891_graf_muraviev-amurskiy-oldorfo.shtml","Графъ Николай Николаевичъ Муравьевъ-Амурскій по его письмамъ, оффиціальнымъ документамъ, разсказамъ современниковъ и печатнымъ источникамъ",Синодальная Типографія,###############################################################################################################################################################################################################################################################,книга,ПК письменных текстов/oldortho,,65837,,,none,True,Failed to extract reliable 4-digit year from created/publ_year
pre1950/xix/muravjevam/graf_n04,Н. Н. Муравьев-Амурский,муж,1809,Къ министру финансовъ.,1848,официально-деловая | нехудожественная,,записка служебная,"бизнес, коммерция, экономика, финансы|администрация и управление",,официальный,н-возраст,н-уровень,малая |большая,"Графъ Николай Николаевичъ Муравьевъ-Амурскій по его письмамъ, оффиціальнымъ документамъ, разсказамъ современниковъ и печатнымъ источникамъ. (матеріалы для біографіи). М.: Синодальная Типографія, 1891, http://az.lib.ru/b/barsukow_i_p/text_1891_graf_muraviev-amurskiy-oldorfo.shtml","Графъ Николай Николаевичъ Муравьевъ-Амурскій по его письмамъ, оффиціальнымъ документамъ, разсказамъ современниковъ и печатнымъ источникамъ",Синодальная Типографія,###############################################################################################################################################################################################################################################################,книга,ПК письменных текстов/oldortho,,65838,,,none,True,Failed to extract reliable 4-digit year from created/publ_year
pre1950/xix/muravjevam/graf_n05,Н. Н. Муравьев-Амурский,муж,1809,Его Императорскому Величеству всеподданнѣйшій рапортъ.,1848,официально-деловая | нехудожественная,,донесение,"бизнес, коммерция, экономика, финансы|администрация и управление",,официальный,н-возраст,н-уровень,малая |большая,"Графъ Николай Николаевичъ Муравьевъ-Амурскій по его письмамъ, оффиціальнымъ документамъ, разсказамъ современниковъ и печатнымъ источникамъ. (матеріалы для біографіи). М.: Синодальная Типографія, 1891, http://az.lib.ru/b/barsukow_i_p/text_1891_graf_muraviev-amurskiy-oldorfo.shtml","Графъ Николай Николаевичъ Муравьевъ-Амурскій по его письмамъ, оффиціальнымъ документамъ, разсказамъ современниковъ и печатнымъ источникамъ",Синодальная Типографія,###############################################################################################################################################################################################################################################################,книга,ПК письменных текстов/oldortho,,65839,,,none,True,Failed to extract reliable 4-digit year from created/publ_year
pre1950/xix/muravjevam/graf_n06,Н. Н. Муравьев-Амурский,муж,1809,Выписка изъ письма къ министру внутреннихъ дѣлъ.,1848,официально-деловая | нехудожественная,,письмо деловое,"бизнес, коммерция, экономика, финансы|политика и общественная жизнь",,официальный,н-возраст,н-уровень,малая |большая,"Графъ Николай Николаевичъ Муравьевъ-Амурскій по его письмамъ, оффиціальнымъ документамъ, разсказамъ современниковъ и печатнымъ источникамъ. (матеріалы для біографіи). М.: Синодальная Типографія, 1891, http://az.lib.ru/b/barsukow_i_p/text_1891_graf_muraviev-amurskiy-oldorfo.shtml","Графъ Николай Николаевичъ Муравьевъ-Амурскій по его письмамъ, оффиціальнымъ документамъ, разсказамъ современниковъ и печатнымъ источникамъ",Синодальная Типографія,###############################################################################################################################################################################################################################################################,книга,ПК письменных текстов/oldortho,,65840,,,none,True,Failed to extract reliable 4-digit year from created/publ_year
pre1950/xix/muravjevam/graf_n07,Н. Н. Муравьев-Амурский,муж,1809,Къ министру финансовъ.,1848,официально-деловая | нехудожественная,,записка докладная,"бизнес, коммерция, экономика, финансы|администрация и управление",,официальный,н-возраст,н-уровень,малая |большая,"Графъ Николай Николаевичъ Муравьевъ-Амурскій по его письмамъ, оффиціальнымъ документамъ, разсказамъ современниковъ и печатнымъ источникамъ. (матеріалы для біографіи). М.: Синодальная Типографія, 1891, http://az.lib.ru/b/barsukow_i_p/text_1891_graf_muraviev-amurskiy-oldorfo.shtml","Графъ Николай Николаевичъ Муравьевъ-Амурскій по его письмамъ, оффиціальнымъ документамъ, разсказамъ современниковъ и печатнымъ источникамъ",Синодальная Типографія,###############################################################################################################################################################################################################################################################,книга,ПК письменных текстов/oldortho,,65841,,,none,True,Failed to extract reliable 4-digit year from created/publ_year
pre1950/xix/muravjevam/graf_n08,Н. Н. Муравьев-Амурский,муж,1809,Инструкція командиру транспорта «Байкалъ» г. флота капитанъ-лейтенанту Невельскому.,1848,официально-деловая | нехудожественная,,инструкция,путешествия,,официальный,н-возраст,н-уровень,малая |большая,"Графъ Николай Николаевичъ Муравьевъ-Амурскій по его письмамъ, оффиціальнымъ документамъ, разсказамъ современниковъ и печатнымъ источникамъ. (матеріалы для біографіи). М.: Синодальная Типографія, 1891, http://az.lib.ru/b/barsukow_i_p/text_1891_graf_muraviev-amurskiy-oldorfo.shtml","Графъ Николай Николаевичъ Муравьевъ-Амурскій по его письмамъ, оффиціальнымъ документамъ, разсказамъ современниковъ и печатнымъ источникамъ",Синодальная Типографія,###############################################################################################################################################################################################################################################################,книга,ПК письменных текстов/oldortho,,65842,,,none,True,Failed to extract reliable 4-digit year from created/publ_year
pre1950/xix/muravjevam/graf_n09,Н. Н. Муравьев-Амурский,муж,1809,Къ Ѳедору Павловичу Вронченко.,1849,официально-деловая | нехудожественная,,записка докладная,"бизнес, коммерция, экономика, финансы|администрация и управление",,официальный,н-возраст,н-уровень,малая |большая,"Графъ Николай Николаевичъ Муравьевъ-Амурскій по его письмамъ, оффиціальнымъ документамъ, разсказамъ современниковъ и печатнымъ источникамъ. (матеріалы для біографіи). М.: Синодальная Типографія, 1891, http://az.lib.ru/b/barsukow_i_p/text_1891_graf_muraviev-amurskiy-oldorfo.shtml","Графъ Николай Николаевичъ Муравьевъ-Амурскій по его письмамъ, оффиціальнымъ документамъ, разсказамъ современниковъ и печатнымъ источникамъ",Синодальная Типографія,###############################################################################################################################################################################################################################################################,книга,ПК письменных текстов/oldortho,,65843,,,none,True,Failed to extract reliable 4-digit year from created/publ_year
pre1950/xix/muravjevam/graf_n10,Н. Н. Муравьев-Амурский,муж,1809,Дополнительныя наставленія командиру военнаго транспорта «Байкалъ» г. флота капитанъ-лейтенанту Невельскому.,1849,официально-деловая | нехудожественная,,инструкция,путешествия,,официальный,н-возраст,н-уровень,малая |большая,"Графъ Николай Николаевичъ Муравьевъ-Амурскій по его письмамъ, оффиціальнымъ документамъ, разсказамъ современниковъ и печатнымъ источникамъ. (матеріалы для біографіи). М.: Синодальная Типографія, 1891, http://az.lib.ru/b/barsukow_i_p/text_1891_graf_muraviev-amurskiy-oldorfo.shtml","Графъ Николай Николаевичъ Муравьевъ-Амурскій по его письмамъ, оффиціальнымъ документамъ, разсказамъ современниковъ и печатнымъ источникамъ",Синодальная Типографія,###############################################################################################################################################################################################################################################################,книга,ПК письменных текстов/oldortho,,65844,,,none,True,Failed to extract reliable 4-digit year from created/publ_year
