path,author,sex,birthday,header,created,sphere,genre_fi,type,topic,chronotop,style,audience_age,audience_level,audience_size,source,publication,publisher,publ_year,medium,subcorpus,tagging,__num__,,year,year_source,is_problem_date,problem_reason
post1950/nauka/exercise/ex180m01,неизвестный,,,"Темы и задачи, предложенныя для письменнаго рѣшенія на испытаніяхъ зрѣлости въ 1874 г. въ С.-Петербургскомъ округ?",1874,учебно-научная | нехудожественная,,задача,наука и технологии|математика,,нейтральный,н-возраст,н-уровень,средняя|большая,Журналъ Министерства народнаго просвѣщенія. Iюль 1875. Часть CLXXX,Журналъ Министерства народнаго просвѣщенія,,###############################################################################################################################################################################################################################################################,журнал,ПК письменных текстов/oldortho,,35913,,,none,True,Failed to extract reliable 4-digit year from created/publ_year
post1950/nauka/exercise/ex180m02,неизвестный,,,"Темы и задачи, предложенныя для письменнаго рѣшенія на испытаніяхъ зрѣлости въ 1874 г. въ Московскомъ округ?",1874,учебно-научная | нехудожественная,,задача,наука и технологии|математика,,нейтральный,н-возраст,н-уровень,средняя|большая,Журналъ Министерства народнаго просвѣщенія. Iюль 1875. Часть CLXXX,Журналъ Министерства народнаго просвѣщенія,,###############################################################################################################################################################################################################################################################,журнал,ПК письменных текстов/oldortho,,35914,,,none,True,Failed to extract reliable 4-digit year from created/publ_year
post1950/nauka/exercise/ex180m03,неизвестный,,,"Темы и задачи, предложенныя для письменнаго рѣшенія на испытаніяхъ зрѣлости въ 1874 г. въ Казанскомъ округ?",1874,учебно-научная | нехудожественная,,задача,наука и технологии|математика,,нейтральный,н-возраст,н-уровень,средняя|большая,Журналъ Министерства народнаго просвѣщенія. Iюль 1875. Часть CLXXX,Журналъ Министерства народнаго просвѣщенія,,###############################################################################################################################################################################################################################################################,журнал,ПК письменных текстов/oldortho,,35915,,,none,True,Failed to extract reliable 4-digit year from created/publ_year
post1950/nauka/exercise/ex180m04,неизвестный,,,"Темы и задачи, предложенныя для письменнаго рѣшенія на испытаніяхъ зрѣлости въ 1874 г. въ Харьковскомъ округ?",1874,учебно-научная | нехудожественная,,задача,наука и технологии|математика,,нейтральный,н-возраст,н-уровень,средняя|большая,Журналъ Министерства народнаго просвѣщенія. Iюль 1875. Часть CLXXX,Журналъ Министерства народнаго просвѣщенія,,###############################################################################################################################################################################################################################################################,журнал,ПК письменных текстов/oldortho,,35916,,,none,True,Failed to extract reliable 4-digit year from created/publ_year
post1950/nauka/exercise/ex180m05,неизвестный,,,"Темы и задачи, предложенныя для письменнаго рѣшенія на испытаніяхъ зрѣлости въ 1874 г. въ Одесскомъ округ?",1874,учебно-научная | нехудожественная,,задача,наука и технологии|математика,,нейтральный,н-возраст,н-уровень,средняя|большая,Журналъ Министерства народнаго просвѣщенія. Iюль 1875. Часть CLXXX,Журналъ Министерства народнаго просвѣщенія,,###############################################################################################################################################################################################################################################################,журнал,ПК письменных текстов/oldortho,,35917,,,none,True,Failed to extract reliable 4-digit year from created/publ_year
post1950/nauka/exercise/ex180m06,неизвестный,,,"Темы и задачи, предложенныя для письменнаго рѣшенія на испытаніяхъ зрѣлости въ 1874 г. въ Виленскомъ округ?",1874,учебно-научная | нехудожественная,,задача,наука и технологии|математика,,нейтральный,н-возраст,н-уровень,средняя|большая,Журналъ Министерства народнаго просвѣщенія. Iюль 1875. Часть CLXXX,Журналъ Министерства народнаго просвѣщенія,,###############################################################################################################################################################################################################################################################,журнал,ПК письменных текстов/oldortho,,35918,,,none,True,Failed to extract reliable 4-digit year from created/publ_year
post1950/nauka/exercise/ex180m07,неизвестный,,,"Темы и задачи, предложенныя для письменнаго рѣшенія на испытаніяхъ зрѣлости въ 1874 г. въ Западной Сибири",1874,учебно-научная | нехудожественная,,задача,наука и технологии|математика,,нейтральный,н-возраст,н-уровень,средняя|большая,Журналъ Министерства народнаго просвѣщенія. Iюль 1875. Часть CLXXX,Журналъ Министерства народнаго просвѣщенія,,###############################################################################################################################################################################################################################################################,журнал,ПК письменных текстов/oldortho,,35919,,,none,True,Failed to extract reliable 4-digit year from created/publ_year
post1950/nauka/exercise/ex187m01,неизвестный,,,"Темы и задачи, предложенныя для письменнаго рѣшенія на испытаніяхъ зрѣлости въ 1875 г. въ С.-Петербургскомъ Округ?",1875,учебно-научная | нехудожественная,,задача,наука и технологии|математика,,нейтральный,н-возраст,н-уровень,средняя|большая,Журналъ Министерства народнаго просвѣщенія. Iюль 1876. Часть CLXXXVII.,Журналъ Министерства народнаго просвѣщенія,,###############################################################################################################################################################################################################################################################,журнал,ПК письменных текстов/oldortho,,35920,,,none,True,Failed to extract reliable 4-digit year from created/publ_year
post1950/nauka/exercise/ex187m02,неизвестный,,,"Темы и задачи, предложенныя для письменнаго рѣшенія на испытаніяхъ зрѣлости въ 1875 г. въ Московскомъ Округ?",1875,учебно-научная | нехудожественная,,задача,наука и технологии|математика,,нейтральный,н-возраст,н-уровень,средняя|большая,Журналъ Министерства народнаго просвѣщенія. Iюль 1876. Часть CLXXXVII.,Журналъ Министерства народнаго просвѣщенія,,###############################################################################################################################################################################################################################################################,журнал,ПК письменных текстов/oldortho,,35921,,,none,True,Failed to extract reliable 4-digit year from created/publ_year
post1950/nauka/exercise/ex187m03,неизвестный,,,"Темы и задачи, предложенныя для письменнаго рѣшенія на испытаніяхъ зрѣлости въ 1875 г. въ Казанскомъ Округ?",1875,учебно-научная | нехудожественная,,задача,наука и технологии|математика,,нейтральный,н-возраст,н-уровень,средняя|большая,Журналъ Министерства народнаго просвѣщенія. Iюль 1876. Часть CLXXXVII.,Журналъ Министерства народнаго просвѣщенія,,###############################################################################################################################################################################################################################################################,журнал,ПК письменных текстов/oldortho,,35922,,,none,True,Failed to extract reliable 4-digit year from created/publ_year
post1950/nauka/exercise/ex187m04,неизвестный,,,"Темы и задачи, предложенныя для письменнаго рѣшенія на испытаніяхъ зрѣлости въ 1875 г. въ Харьковскомъ округ?",1875,учебно-научная | нехудожественная,,задача,наука и технологии|математика,,нейтральный,н-возраст,н-уровень,средняя|большая,Журналъ Министерства народнаго просвѣщенія. Iюль 1876. Часть CLXXXVII.,Журналъ Министерства народнаго просвѣщенія,,###############################################################################################################################################################################################################################################################,журнал,ПК письменных текстов/oldortho,,35923,,,none,True,Failed to extract reliable 4-digit year from created/publ_year
post1950/nauka/exercise/ex187m05,неизвестный,,,"Темы и задачи, предложенныя для письменнаго рѣшенія на испытаніяхъ зрѣлости въ 1875 г. Одесскiй округъ",1875,учебно-научная | нехудожественная,,задача,наука и технологии|математика,,нейтральный,н-возраст,н-уровень,средняя|большая,Журналъ Министерства народнаго просвѣщенія. Iюль 1876. Часть CLXXXVII.,Журналъ Министерства народнаго просвѣщенія,,###############################################################################################################################################################################################################################################################,журнал,ПК письменных текстов/oldortho,,35924,,,none,True,Failed to extract reliable 4-digit year from created/publ_year
post1950/nauka/exercise/ex187m06,неизвестный,,,"Темы и задачи, предложенныя для письменнаго рѣшенія на испытаніяхъ зрѣлости въ 1875 г. по Кіевскому округу.",1875,учебно-научная | нехудожественная,,задача,наука и технологии|математика,,нейтральный,н-возраст,н-уровень,средняя|большая,Журналъ Министерства народнаго просвѣщенія. Iюль 1876. Часть CLXXXVII.,Журналъ Министерства народнаго просвѣщенія,,###############################################################################################################################################################################################################################################################,журнал,ПК письменных текстов/oldortho,,35925,,,none,True,Failed to extract reliable 4-digit year from created/publ_year
post1950/nauka/exercise/ex187m07,неизвестный,,,"Темы и задачи, предложенныя для письменнаго рѣшенія на испытаніяхъ зрѣлости въ 1875 г. Виленскій округъ.",1875,учебно-научная | нехудожественная,,задача,наука и технологии|математика,,нейтральный,н-возраст,н-уровень,средняя|большая,Журналъ Министерства народнаго просвѣщенія. Iюль 1876. Часть CLXXXVII.,Журналъ Министерства народнаго просвѣщенія,,###############################################################################################################################################################################################################################################################,журнал,ПК письменных текстов/oldortho,,35926,,,none,True,Failed to extract reliable 4-digit year from created/publ_year
post1950/nauka/exercise/ex187m08,неизвестный,,,"Темы и задачи, предложенныя для письменнаго рѣшенія на испытаніяхъ зрѣлости въ 1875 г. Варшавскій округъ.",1875,учебно-научная | нехудожественная,,задача,наука и технологии|математика,,нейтральный,н-возраст,н-уровень,средняя|большая,Журналъ Министерства народнаго просвѣщенія. Iюль 1876. Часть CLXXXVII.,Журналъ Министерства народнаго просвѣщенія,,###############################################################################################################################################################################################################################################################,журнал,ПК письменных текстов/oldortho,,35927,,,none,True,Failed to extract reliable 4-digit year from created/publ_year
post1950/nauka/exercise/ex187m09,неизвестный,,,"Темы и задачи, предложенныя для письменнаго рѣшенія на испытаніяхъ зрѣлости въ 1875 г. Въ Западной Сибири.",1875,учебно-научная | нехудожественная,,задача,наука и технологии|математика,,нейтральный,н-возраст,н-уровень,средняя|большая,Журналъ Министерства народнаго просвѣщенія. Iюль 1876. Часть CLXXXVII.,Журналъ Министерства народнаго просвѣщенія,,###############################################################################################################################################################################################################################################################,журнал,ПК письменных текстов/oldortho,,35928,,,none,True,Failed to extract reliable 4-digit year from created/publ_year
post1950/nauka/exercise/rachinski,С. А. Рачинский,муж,,1001 задача для умственного счета,1899,учебно-научная | нехудожественная,,задача,наука и технологии|математика,,нейтральный,н-возраст,н-уровень,большая,http://az.lib.ru/r/rachinskij_s_a/text_1899_1001_zadacha.shtml,,,,книга,ПК письменных текстов,,35963,,,none,True,Failed to extract reliable 4-digit year from created/publ_year
pre1950/drama/xix/lesya_ukrainka/Lesya_Ukrainka_Golubaya_roza,Леся Украинка,жен,1871,Голубая роза [автоперевод],1898,художественная,драматургия,пьеса,,Россия: XIX век,нейтральный,н-возраст,н-уровень,большая,http://az.lib.ru/u/ukrainka_l/text_0100.shtml,,,,электронный текст,ПК письменных текстов,,62601,,,none,True,Failed to extract reliable 4-digit year from created/publ_year
pre1950/drama/xix/ostrovsky/dohodmes,А. Н. Островский,муж,1823,Доходное место,1857,художественная,драматургия,пьеса,,Россия: XIX век,нейтральный,н-возраст,н-уровень,большая,http://az.lib.ru/o/ostrowskij_a_n/text_0050.shtml,,,,книга,ПК письменных текстов,,62607,,,none,True,Failed to extract reliable 4-digit year from created/publ_year
pre1950/drama/xix/ostrovsky/krasavets-muzhchina,А. Н. Островский,муж,1823,Красавец мужчина,1882,художественная,драматургия,пьеса,,Россия: XIX век,нейтральный,н-возраст,н-уровень,большая,http://az.lib.ru/o/ostrowskij_a_n/text_0214.shtml,"Собрание сочинений в 10 тт., т. 8, с. 300-376. М., Государственное изд-во художественной литературы, 1959-1960",ГИХЛ,,книга,ПК письменных текстов,,62610,,,none,True,Failed to extract reliable 4-digit year from created/publ_year
pre1950/drama/xix/ostrovsky/volkiov,А. Н. Островский,муж,1823,Волки и овцы,1875,художественная,драматургия,пьеса,,Россия: XIX век,нейтральный,н-возраст,н-уровень,большая,http://az.lib.ru/o/ostrowskij_a_n/text_0170.shtml,,,,книга,ПК письменных текстов,,62632,,,none,True,Failed to extract reliable 4-digit year from created/publ_year
pre1950/drama/xix/prutkov/Kosma_Prutkov_Blondy,А. М. Жемчужников|В. М. Жемчужников|А. К. Толстой|Козьма Прутков,муж|муж|муж|муж,,Блонды,1854,художественная,драматургия,пьеса,,Россия: XIX век,нейтральный,н-возраст,н-уровень,большая,http://az.lib.ru/p/prutkow_k_p/text_0110.shtml,,,,электронный текст,ПК письменных текстов,,62648,,,none,True,Failed to extract reliable 4-digit year from created/publ_year
pre1950/xix/abaza/abaza_01,К. К. Абаза,муж,1841,"Казаки: донцы, кубанцы, уральцы, терцы",1890,публицистика | нехудожественная,,монография,история|армия и вооруженные конфликты,,нейтральный,н-возраст,н-уровень,большая,"Казаки. Донцы, уральцы, кубанцы, терцы. Очерки изъ Исторіи стародавняго казацкаго быта въ общедоступномъ изложеніи, для чтенія въ войскахъ, семьѣ и школѣ. 2-е изданіе, исп. и доп. Сост. К. К. Абаза. С.-Петербургъ. Колокольная, собствен. домъ, № 14. 1890. http://az.lib.ru/a/abaza_k_k/","Казаки. Донцы, уральцы, кубанцы, терцы. Очерки изъ Исторіи стародавняго казацкаго быта въ общедоступномъ изложеніи, для чтенія въ войскахъ, семьѣ и школѣ. 2-е изданіе, исп. и доп. Сост. К. К. Абаза",,###############################################################################################################################################################################################################################################################,книга,ПК письменных текстов/oldortho,,62663,,,none,True,Failed to extract reliable 4-digit year from created/publ_year
pre1950/xix/ahsharumov/1_ahsharumov,Н. Д. Ахшарумов,муж,1819,Концы в воду,1872,художественная,"детектив, боевик",роман,,Россия: XIX век,нейтральный,н-возраст,н-уровень,большая,http://az.lib.ru/,,,,электронный текст,ПК письменных текстов,,62664,,,none,True,Failed to extract reliable 4-digit year from created/publ_year
pre1950/xix/aksakov_ks/statyi01,К. С. Аксаков,муж,1817,"Статья в газету «Молва», № 4, 4 мая 1857 г",1857,публицистика | нехудожественная,,статья,политика и общественная жизнь,,нейтральный,н-возраст,н-уровень,очень большая,http://gosudarstvo.voskres.ru/aksakv,,,,книга,ПК письменных текстов,,62667,,,none,True,Failed to extract reliable 4-digit year from created/publ_year
pre1950/xix/aksakov_ks/statyi02,К. С. Аксаков,муж,1817,"Статья в газету «Молва», № 5, 11 мая 1857 г",1857,публицистика | нехудожественная,,статья,политика и общественная жизнь,,нейтральный,н-возраст,н-уровень,очень большая,http://gosudarstvo.voskres.ru/aksakv,,,,книга,ПК письменных текстов,,62668,,,none,True,Failed to extract reliable 4-digit year from created/publ_year
pre1950/xix/aksakov_ks/statyi04,К. С. Аксаков,муж,1817,"Статья в газету «Молва», № 2, 20 апреля 1857 г",1857,публицистика | нехудожественная,,статья,политика и общественная жизнь,,нейтральный,н-возраст,н-уровень,очень большая,http://gosudarstvo.voskres.ru/aksakv,,,,книга,ПК письменных текстов,,62669,,,none,True,Failed to extract reliable 4-digit year from created/publ_year
pre1950/xix/aksakov_ks/statyi05,К. С. Аксаков,муж,1817,"Статья в газету «Молва», № 9, 8 июня 1857 г",1857,публицистика | нехудожественная,,статья,политика и общественная жизнь,,нейтральный,н-возраст,н-уровень,очень большая,http://gosudarstvo.voskres.ru/aksakv,,,,книга,ПК письменных текстов,,62670,,,none,True,Failed to extract reliable 4-digit year from created/publ_year
pre1950/xix/aksakov_ks/statyi06,К. С. Аксаков,муж,1817,"Статья в газету «Молва», № 12, 29 июня 1857 г",1857,публицистика | нехудожественная,,статья,политика и общественная жизнь,,нейтральный,н-возраст,н-уровень,очень большая,http://gosudarstvo.voskres.ru/aksakv,,,,книга,ПК письменных текстов,,62671,,,none,True,Failed to extract reliable 4-digit year from created/publ_year
pre1950/xix/aksakov_s/s_aksa27,неизвестный,,,Из бумаг Степана Петровича Шевырева,1878,публицистика | нехудожественная,,"предисловие, послесловие",искусство и культура,,нейтральный,н-возраст,н-уровень,большая,"Москва, «Русский Архив», 1878 г. http://az.lib.ru/a/aksakow_s_t/text_1852_pisma_k_sevyrevy_oldorfo.shtml","Москва, «Русский Архив», 1878 г.",Русский Архив,###############################################################################################################################################################################################################################################################,книга,ПК письменных текстов,,62697,,,none,True,Failed to extract reliable 4-digit year from created/publ_year
pre1950/xix/aksakov_s/s_aksa28,С. Т. Аксаков,муж,1791,Письмо С. П. Шевыреву,1829.03.26,бытовая | нехудожественная,,письмо личное,искусство и культура,,нейтральный,н-возраст,н-уровень,личная,"Москва, «Русский Архив», 1878 г. http://az.lib.ru/a/aksakow_s_t/text_1852_pisma_k_sevyrevy_oldorfo.shtml","Москва, «Русский Архив», 1878 г.",«Русский Архив»,###############################################################################################################################################################################################################################################################,книга,ПК письменных текстов,,62698,,,none,True,Failed to extract reliable 4-digit year from created/publ_year
pre1950/xix/aksakov_s/s_aksa29,С. Т. Аксаков,муж,1791,Письмо С. П. Шевыреву,1829.10.25,бытовая | нехудожественная,,письмо личное,искусство и культура,,нейтральный,н-возраст,н-уровень,личная,"Москва, «Русский Архив», 1878 г. http://az.lib.ru/a/aksakow_s_t/text_1852_pisma_k_sevyrevy_oldorfo.shtml","Москва, «Русский Архив», 1878 г.",«Русский Архив»,###############################################################################################################################################################################################################################################################,книга,ПК письменных текстов,,62699,,,none,True,Failed to extract reliable 4-digit year from created/publ_year
pre1950/xix/aksakov_s/s_aksa30,С. Т. Аксаков,муж,1791,Письмо С. П. Шевыреву,1830.05.12,бытовая | нехудожественная,,письмо личное,искусство и культура,,нейтральный,н-возраст,н-уровень,личная,"Москва, «Русский Архив», 1878 г. http://az.lib.ru/a/aksakow_s_t/text_1852_pisma_k_sevyrevy_oldorfo.shtml","Москва, «Русский Архив», 1878 г.",«Русский Архив»,###############################################################################################################################################################################################################################################################,книга,ПК письменных текстов,,62700,,,none,True,Failed to extract reliable 4-digit year from created/publ_year
pre1950/xix/aksakov_s/s_aksa31,С. Т. Аксаков,муж,1791,Письмо С. П. Шевыреву,1852,бытовая | нехудожественная,,письмо личное,искусство и культура,,нейтральный,н-возраст,н-уровень,личная,"Москва, «Русский Архив», 1878 г. http://az.lib.ru/a/aksakow_s_t/text_1852_pisma_k_sevyrevy_oldorfo.shtml","Москва, «Русский Архив», 1878 г.",«Русский Архив»,###############################################################################################################################################################################################################################################################,книга,ПК письменных текстов,,62701,,,none,True,Failed to extract reliable 4-digit year from created/publ_year
pre1950/xix/aksakov_s/s_aksa32,С. Т. Аксаков,муж,1791,Письмо С. П. Шевыреву,1852.11.19,бытовая | нехудожественная,,письмо личное,искусство и культура,,нейтральный,н-возраст,н-уровень,личная,"Москва, «Русский Архив», 1878 г. http://az.lib.ru/a/aksakow_s_t/text_1852_pisma_k_sevyrevy_oldorfo.shtml","Москва, «Русский Архив», 1878 г.",«Русский Архив»,###############################################################################################################################################################################################################################################################,книга,ПК письменных текстов,,62702,,,none,True,Failed to extract reliable 4-digit year from created/publ_year
pre1950/xix/alihanov/alihan02,Максуд Алиханов-Аварский,муж,1846,Поход в Хиву (кавказских отрядов). 1873. Степь и оазис,1899,публицистика | нехудожественная,,мемуары,история|политика и общественная жизнь|армия и вооруженные конфликты,,нейтральный,н-возраст,н-уровень,большая,http://militera.lib.ru/memo/russian/alihanov_avarsky_m/index.html,"СПб.: Паровая скоропечатня Я. И. Либермана, 1899. — 314 с",,###############################################################################################################################################################################################################################################################,книга,ПК письменных текстов,,62726,,,none,True,Failed to extract reliable 4-digit year from created/publ_year
pre1950/xix/andreev,Н. И. Андреев,муж,1792,Воспоминания офицера 50-го егерского полка,1844,публицистика | нехудожественная,,мемуары,частная жизнь,Россия: XIX век,нейтральный,н-возраст,н-уровень,большая,«Русский Архив». 1879. Т.3 http://www.museum.ru/museum/1812/library/Andreev1/index.html,«Русский архив»,,###############################################################################################################################################################################################################################################################,журнал,ПК письменных текстов,,62757,,,none,True,Failed to extract reliable 4-digit year from created/publ_year
pre1950/xix/andreev/bargamot,Л. Н. Андреев,муж,1871,Баргамот и Гараська,1898,художественная,нежанровая проза,рассказ,,Россия: XIX век,нейтральный,н-возраст,н-уровень,очень большая,http://www.leonidandreev.ru/rasskazy/bargamot,,,,книга,ПК письменных текстов,,62758,,,none,True,Failed to extract reliable 4-digit year from created/publ_year
pre1950/xix/andreev/drug,Л. Н. Андреев,муж,1871,Друг,1899,художественная,нежанровая проза,рассказ,,Россия: XIX век,нейтральный,н-возраст,н-уровень,очень большая,http://www.leonidandreev.ru/rasskazy/drug,,,,книга,ПК письменных текстов,,62759,,,none,True,Failed to extract reliable 4-digit year from created/publ_year
pre1950/xix/andreev/galka,Л. Н. Андреев,муж,1871,Что видела галка,1898,художественная,нежанровая проза,рассказ,,Россия: 1900-1914,нейтральный,н-возраст,н-уровень,очень большая,http://www.leonidandreev.ru/rasskazy/galka,,,,книга,ПК письменных текстов,,62760,,,none,True,Failed to extract reliable 4-digit year from created/publ_year
pre1950/xix/andreev/kablukov,Л. Н. Андреев,муж,1871,Из жизни штабс-капитана Каблукова,1898,художественная,нежанровая проза,рассказ,,Россия: 1900-1914,нейтральный,н-возраст,н-уровень,очень большая,http://www.leonidandreev.ru/rasskazy/kablukov,,,,книга,ПК письменных текстов,,62762,,,none,True,Failed to extract reliable 4-digit year from created/publ_year
pre1950/xix/andreev/molodezh,Л. Н. Андреев,муж,1871,Молодежь,1898,художественная,нежанровая проза,рассказ,,Россия: 1900-1914,нейтральный,н-возраст,н-уровень,очень большая,http://www.leonidandreev.ru/rasskazy/molodezh,,,,книга,ПК письменных текстов,,62765,,,none,True,Failed to extract reliable 4-digit year from created/publ_year
pre1950/xix/andreev/petka,Л. Н. Андреев,муж,1871,Петька на даче,1899,художественная,нежанровая проза,рассказ,,Россия: 1900-1914,нейтральный,н-возраст,н-уровень,очень большая,http://www.leonidandreev.ru/rasskazy/petka,,,,книга,ПК письменных текстов,,62767,,,none,True,Failed to extract reliable 4-digit year from created/publ_year
pre1950/xix/andreev/shlem,Л. Н. Андреев,муж,1871,Большой шлем,1899,художественная,нежанровая проза,рассказ,,Россия: 1900-1914,нейтральный,н-возраст,н-уровень,очень большая,http://www.leonidandreev.ru/rasskazy/bolshoj_shlem,,,,книга,ПК письменных текстов,,62769,,,none,True,Failed to extract reliable 4-digit year from created/publ_year
pre1950/xix/andreev/uokna,Л. Н. Андреев,муж,1871,У окна,1899,художественная,нежанровая проза,рассказ,,Россия: 1900-1914,нейтральный,н-возраст,н-уровень,очень большая,http://www.leonidandreev.ru/rasskazy/uokna,,,,книга,ПК письменных текстов,,62771,,,none,True,Failed to extract reliable 4-digit year from created/publ_year
pre1950/xix/andreev/valya,Л. Н. Андреев,муж,1871,Валя,1899,художественная,нежанровая проза,рассказ,,Россия: 1900-1914,нейтральный,н-возраст,н-уровень,очень большая,http://www.leonidandreev.ru/rasskazy/valya,,,,книга,ПК письменных текстов,,62772,,,none,True,Failed to extract reliable 4-digit year from created/publ_year
pre1950/xix/andreev/zashita,Л. Н. Андреев,муж,1871,Защита,1898,художественная,нежанровая проза,рассказ,,Россия: 1900-1914,нейтральный,н-возраст,н-уровень,очень большая,http://www.leonidandreev.ru/rasskazy/zaschita,,,,книга,ПК письменных текстов,,62773,,,none,True,Failed to extract reliable 4-digit year from created/publ_year
pre1950/xix/andreevskaya/andree04,В. П. Андреевская,жен,1848,В стране черных,1897,художественная,детская |приключения|перевод,повесть,,Африка: XIX век,нейтральный,детский,н-уровень,большая,"Въ странѣ черныхъ. Разсказъ изъ африканской жизни. Переводъ съ нѣм. В. П. Андреевской. С.-Петербургъ. Изданіе Ф. А. Битепажа, 1897, http://az.lib.ru/a/andreewskaja_w_p/",Въ странѣ черныхъ. Разсказъ изъ африканской жизни,Изданіе Ф. А. Битепажа,###############################################################################################################################################################################################################################################################,книга,ПК письменных текстов/oldortho,,62777,,,none,True,Failed to extract reliable 4-digit year from created/publ_year
pre1950/xix/andreevskaya/andree05,В. П. Андреевская,жен,1848,Васильки,1892,художественная,детская,повесть,,Россия: XIX век,нейтральный,детский,н-уровень,большая,"Васильки. Собраніе разсказовъ для дѣтей средняго возраста В. П. Андреевской, С.-Петербургъ. Издание Ф. А. Битепажа, 1892 http://az.lib.ru/a/andreewskaja_w_p/",Васильки. Собраніе разсказовъ для дѣтей средняго возраста В. П. Андреевской,Изданіе Ф. А. Битепажа,###############################################################################################################################################################################################################################################################,книга,ПК письменных текстов/oldortho,,62778,,,none,True,Failed to extract reliable 4-digit year from created/publ_year
pre1950/xix/annenkova-bernar/kara,Н. П. Анненкова-Бернар,жен,1864,Кара,1896,художественная,нежанровая проза,повесть,,Россия: XIX век,нейтральный,н-возраст,высокий,большая,"Русская мысль, 1896, №№ 10—11, http://az.lib.ru/a/annenkowabernar_n_p/text_1896_kara_oldorfo.shtml",Русская мысль,,###############################################################################################################################################################################################################################################################,журнал,ПК письменных текстов/oldortho,,62789,,,none,True,Failed to extract reliable 4-digit year from created/publ_year
pre1950/xix/annenkova-bernar/ona,Н. П. Анненкова-Бернар,жен,1864,Она,1897,художественная,нежанровая проза,рассказ,,Россия: XIX век,нейтральный,н-возраст,высокий,большая,"Русская мысль, 1897, № 9, http://az.lib.ru/a/annenkowabernar_n_p/text_1897_ona_oldorfo.shtml",Русская мысль,,###############################################################################################################################################################################################################################################################,журнал,ПК письменных текстов/oldortho,,62792,,,none,True,Failed to extract reliable 4-digit year from created/publ_year
pre1950/xix/annenkova-bernar/sny,Н. П. Анненкова-Бернар,жен,1864,Сны,1898,художественная,нежанровая проза,очерк,,Россия: XIX век,нейтральный,н-возраст,н-уровень,большая,"Русское богатство, 1898, № 9, http://az.lib.ru/a/annenkowabernar_n_p/text_1898_sny_oldorfo.shtml",Русское богатство,,###############################################################################################################################################################################################################################################################,журнал,ПК письменных текстов/oldortho,,62793,,,none,True,Failed to extract reliable 4-digit year from created/publ_year
pre1950/xix/annenskaya/borba,А. Н. Анненская,жен,1840,Трудная борьба,1889,художественная,детская,повесть,,Россия: XIX век,нейтральный,н-возраст,н-уровень,большая,"Анненская А. Н. Своим путем: Повести и рассказы для детей ст. возраста. ― СПб : тип. М. М. Стасюлевича, 1889 http://www.azlib.ru/a/annenskaja_a_n/",Анненская А. Н. Своим путем: Повести и рассказы для детей ст. возраста,СПб : тип. М. М. Стасюлевича,###############################################################################################################################################################################################################################################################,книга,ПК письменных текстов,,62796,,,none,True,Failed to extract reliable 4-digit year from created/publ_year
pre1950/xix/annenskaya/dickens,А. Н. Анненская,жен,1840,Чарльз Диккенс. Его жизнь и литературная деятельность,1891,публицистика | нехудожественная,,биография,искусство и культура,,нейтральный,н-возраст,н-уровень,большая,Анненская А. Н. Чарльз Диккенс. Его жизнь и литературная деятельность. Биографическая библиотека Флорентия Павленкова. М.: 1891 http://www.azlib.ru/a/annenskaja_a_n/,Анненская А. Н. Чарльз Диккенс. Его жизнь и литературная деятельность,,###############################################################################################################################################################################################################################################################,книга,ПК письменных текстов,,62798,,,none,True,Failed to extract reliable 4-digit year from created/publ_year
pre1950/xix/annenskaya/g_sand,А. Н. Анненская,жен,1840,Жорж Санд. Ее жизнь и литературная деятельность,1893,публицистика | нехудожественная,,биография,искусство и культура,,нейтральный,н-возраст,н-уровень,большая,Анненская А. Н. Жорж Санд. Ее жизнь и литературная деятельность. Биографическая библиотека Флорентия Павленкова. М.: 1893 http://www.azlib.ru/a/annenskaja_a_n/,Анненская А. Н. Жорж Санд. Ее жизнь и литературная деятельность,,###############################################################################################################################################################################################################################################################,книга,ПК письменных текстов,,62800,,,none,True,Failed to extract reliable 4-digit year from created/publ_year
